"ENTREZID","SYMBOL","ENSEMBL","chr","start","end","strand","width","Mark","Contrast","Log_signal_difference","AveExpr","t","P_value","FDR","B","Direction"
"11113","CIT","ENSG00000122966","chr12",120313125,120317124,"-",4000,"H3K27ac","LPS_vs_RPMI",0.206684871513255,2.11326023125032,0.607508647436974,0.55989804440201,0.998918875707077,-5.18427933301505,"UP"
"11177","BAZ1A","ENSG00000198604","chr14",35342854,35346853,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.295080548443721,6.03430390015052,-0.727751073542768,0.486950875279743,0.998918875707077,-5.11894177290556,"DOWN"
"11183","MAP4K5","ENSG00000012983","chr14",51025845,51029844,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.87555256321197,3.25507100975097,-1.87105528829927,0.097213447523899,0.998918875707077,-4.12692490521955,"DOWN"
"11184","MAP4K1","ENSG00000104814","chr19",39107523,39111522,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.2152418327394,4.63263035211691,-0.490353126259623,0.636689016935292,0.998918875707077,-5.23771621285843,"DOWN"
"11200","CHEK2","ENSG00000183765","chr22",29136411,29140410,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.105751421608897,4.60069307481235,-0.245401173984949,0.81215455609221,0.998918875707077,-5.31429508999264,"DOWN"
"11213","IRAK3","ENSG00000090376","chr12",66580975,66584974,"+",4000,"H3K27ac","LPS_vs_RPMI",1.46541218276678,5.78880162960231,2.20082623419082,0.0579952267238919,0.998918875707077,-3.77901811621267,"UP"
"112858","TP53RK","ENSG00000172315","chr20",45316084,45320083,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.0983941298671454,4.89417453661915,-0.209595820577977,0.839078546999021,0.998918875707077,-5.32131800121127,"DOWN"
"11329","STK38","ENSG00000112079","chr6",36513257,36517256,"-",4000,"H3K27ac","LPS_vs_RPMI",0.558996307396336,4.81995125844096,1.05954562594288,0.319453414787533,0.998918875707077,-4.88988964244512,"UP"
"1147","CHUK","ENSG00000213341","chr10",101987354,101991353,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.241605273981269,3.70617094559549,-0.735091752367609,0.482701825902702,0.998918875707077,-5.11462470886134,"DOWN"
"114783","LMTK3","ENSG00000142235","chr19",49015193,49019192,"-",4000,"H3K27ac","LPS_vs_RPMI",0.245825672497012,1.80584627127661,0.651087709800776,0.532743257844392,0.998918875707077,-5.16179068189549,"UP"
"115701","ALPK2","ENSG00000198796","chr18",56294324,56298323,"-",4000,"H3K27ac","LPS_vs_RPMI",0.118628161580582,1.39502080322182,0.328144245979128,0.75099543143727,0.998918875707077,-5.29393333746675,"UP"
"1195","CLK1","ENSG00000013441","chr2",201727415,201731414,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.270854650380453,5.92542443148431,-0.632291207430961,0.544357856242769,0.998918875707077,-5.17165975018889,"DOWN"
"1196","CLK2","ENSG00000176444","chr1",155246283,155250282,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.000852334967245127,2.37699919705968,-0.00238045293202023,0.9981573652138,0.999939293934627,-5.34033798632483,"DOWN"
"1198","CLK3","ENSG00000179335","chr15",74898713,74902712,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.150630408589739,1.28645202492962,-0.447568299397525,0.666010709708061,0.998918875707077,-5.25459292401261,"DOWN"
"120892","LRRK2","ENSG00000188906","chr12",40588546,40592545,"+",4000,"H3K27ac","LPS_vs_RPMI",0.0913852487148192,1.67338847821369,0.254377077584931,0.805444795335645,0.998918875707077,-5.31236424076575,"UP"
"122011","CSNK1A1L","ENSG00000180138","chr13",37677802,37681801,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.170638648083677,1.23932619206493,-0.525959748271101,0.612790247741955,0.998918875707077,-5.22258121498229,"DOWN"
"1263","PLK3","ENSG00000173846","chr1",45264049,45268048,"+",4000,"H3K27ac","LPS_vs_RPMI",0.161805727745138,5.21363117269355,0.441439246946096,0.670263007703953,0.998918875707077,-5.2568920957805,"UP"
"127933","UHMK1","ENSG00000152332","chr1",162465041,162469040,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.158630923718711,4.78122097443241,-0.371975255472767,0.719306559983854,0.998918875707077,-5.28084244668477,"DOWN"
"130399","ACVR1C","ENSG00000123612","chr2",158483377,158487376,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.266291844852473,1.79633772990622,-0.745116881160855,0.476937803188883,0.998918875707077,-5.10866967029435,"DOWN"
"131890","GRK7","ENSG00000114124","chr3",141455316,141459315,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.217341262561504,5.28841604068399,-0.45406625329155,0.661516399397912,0.998918875707077,-5.25212278312467,"DOWN"
"1326","MAP3K8","ENSG00000107968","chr10",30720950,30724949,"+",4000,"H3K27ac","LPS_vs_RPMI",0.0765531410679019,6.39435933553329,0.161168390776322,0.875846925701544,0.998918875707077,-5.32907782843189,"UP"
"139728","PNCK","ENSG00000130822","chrX",152952466,152956465,"-",4000,"H3K27ac","LPS_vs_RPMI",0.744954791862724,2.20219373125747,1.97633842536408,0.0825142229796133,0.998918875707077,-4.01671707921234,"UP"
"140469","MYO3B","ENSG00000071909","chr2",171032655,171036654,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.325146952909765,1.22605542370374,-0.941886401538324,0.373071891573033,0.998918875707077,-4.97862608892579,"DOWN"
"140609","NEK7","ENSG00000151414","chr1",198124124,198128123,"+",4000,"H3K27ac","LPS_vs_RPMI",0.102552937900358,5.31537662779912,0.218538520977021,0.832331425938165,0.998918875707077,-5.31966600098707,"UP"
"140803","TRPM6","ENSG00000119121","chr9",77501011,77505010,"-",4000,"H3K27ac","LPS_vs_RPMI",0.32009909553996,1.76782695319911,1.01453383792207,0.339221503545717,0.998918875707077,-4.92473223480072,"UP"
"140901","STK35","ENSG00000125834","chr20",2080473,2084472,"+",4000,"H3K27ac","LPS_vs_RPMI",0.113121960294992,5.94036748119813,0.275531670869906,0.789699417556284,0.998918875707077,-5.30754482109538,"UP"
"1432","MAPK14","ENSG00000112062","chr6",35993529,35997528,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.335668423473594,5.87472963352562,-0.709066593108387,0.497874162450167,0.998918875707077,-5.12976333528066,"DOWN"
"1436","CSF1R","ENSG00000182578","chr5",149490936,149494935,"-",4000,"H3K27ac","LPS_vs_RPMI",0.0161149342291047,2.6291373852009,0.0447375233177135,0.965382983936923,0.998918875707077,-5.33947109227215,"UP"
"1445","CSK","ENSG00000103653","chr15",75072421,75076420,"+",4000,"H3K27ac","LPS_vs_RPMI",0.390869763695479,6.25811431716393,0.787546587473973,0.45304338375967,0.998918875707077,-5.08271878332235,"UP"
"1452","CSNK1A1","ENSG00000113712","chr5",148929035,148933034,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.411349963722495,6.01472200459394,-1.05253445353714,0.322472469901529,0.998918875707077,-4.89538723993921,"DOWN"
"1453","CSNK1D","ENSG00000141551","chr17",80229577,80233576,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.387681388998061,4.86385184134394,-1.06041743019839,0.319079552943484,0.998918875707077,-4.88920425495052,"DOWN"
"1454","CSNK1E","ENSG00000213923","chr22",38712090,38716089,"-",4000,"H3K27ac","LPS_vs_RPMI",0.21306573720393,4.55613034079814,0.480886157139558,0.643121316292061,0.998918875707077,-5.24157446785732,"UP"
"1455","CSNK1G2","ENSG00000133275","chr19",1939171,1943170,"+",4000,"H3K27ac","LPS_vs_RPMI",0.037829992795638,5.65163372659657,0.0846004226022651,0.93460084768144,0.998918875707077,-5.33723279784141,"UP"
"1456","CSNK1G3","ENSG00000151292","chr5",122845871,122849870,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.398524755200895,4.35973556094703,-1.28136413129739,0.234986390299034,0.998918875707077,-4.70372854116256,"DOWN"
"1457","CSNK2A1","ENSG00000101266","chr20",522480,526479,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.144343996009709,4.81053856584495,-0.333446431101705,0.747133881788471,0.998918875707077,-5.2924339035711,"DOWN"
"1459","CSNK2A2","ENSG00000070770","chr16",58230011,58234010,"-",4000,"H3K27ac","LPS_vs_RPMI",0.0677980840048202,3.43428435852899,0.172086503262192,0.867525932135358,0.998918875707077,-5.32750367150127,"UP"
"146057","TTBK2","ENSG00000128881","chr15",43211008,43215007,"-",4000,"H3K27ac","LPS_vs_RPMI",0.679845307799559,3.44610497010765,1.58331931237303,0.15095193013472,0.998918875707077,-4.41949445844324,"UP"
"147746","HIPK4","ENSG00000160396","chr19",40894089,40898088,"-",4000,"H3K27ac","LPS_vs_RPMI",0.137293196155235,1.21443212355702,0.430938886366861,0.677577357686745,0.998918875707077,-5.26076150436137,"UP"
"149420","PDIK1L","ENSG00000175087","chr1",26435656,26439655,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.236586298525236,5.26379495141988,-0.597573841163381,0.566199164183798,0.998918875707077,-5.18921165840696,"DOWN"
"150094","SIK1","ENSG00000142178","chr21",44845012,44849011,"-",4000,"H3K27ac","LPS_vs_RPMI",0.373827304656009,3.50091969991972,0.929618999713807,0.379026968491085,0.998918875707077,-4.98742979800713,"UP"
"152110","NEK10","ENSG00000163491","chr3",27408952,27412951,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.0152825282305451,1.58584827660531,-0.0481526359334653,0.962742645137158,0.998918875707077,-5.33933332265445,"DOWN"
"1612","DAPK1","ENSG00000196730","chr9",90110143,90114142,"+",4000,"H3K27ac","LPS_vs_RPMI",0.039968036944388,5.62947794265355,0.0858175244878264,0.93366255216983,0.998918875707077,-5.33714278771982,"UP"
"1613","DAPK3","ENSG00000167657","chr19",3969122,3973121,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.0230315500510194,3.59728607690844,-0.0687743334879737,0.946810885596799,0.998918875707077,-5.33828636371517,"DOWN"
"166614","DCLK2","ENSG00000170390","chr4",150997597,151001596,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.169072713948061,2.35796984478375,-0.523791610163818,0.614231944811477,0.998918875707077,-5.22353079162507,"DOWN"
"167359","NIM1K","ENSG00000177453","chr5",43190173,43194172,"+",4000,"H3K27ac","LPS_vs_RPMI",0.569192585981261,1.54640291260468,1.5569993847921,0.157031986347225,0.998918875707077,-4.4453776587426,"UP"
"169436","STKLD1","ENSG00000198870","chr9",136241237,136245236,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.0133636980831691,5.19385089133496,-0.0362880069427284,0.971917461483524,0.998918875707077,-5.33976844014179,"DOWN"
"1760","DMPK","ENSG00000104936","chr19",46286972,46290971,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.00333318839200314,1.1293271678015,-0.0102274563690294,0.992083389621257,0.999939293934627,-5.34029500678984,"DOWN"
"1859","DYRK1A","ENSG00000157540","chr21",38735875,38739874,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.342804632069736,6.41905911144579,-0.904478565939274,0.391447789343602,0.998918875707077,-5.00519496885879,"DOWN"
"1956","EGFR","ENSG00000146648","chr7",55084710,55088709,"+",4000,"H3K27ac","LPS_vs_RPMI",0.124828826477845,1.16758530618177,0.39023832652212,0.706266306244809,0.998918875707077,-5.27492351450065,"UP"
"1969","EPHA2","ENSG00000142627","chr1",16480565,16484564,"-",4000,"H3K27ac","LPS_vs_RPMI",0.0869796259518847,1.76040741641161,0.28077249580426,0.785814107775005,0.998918875707077,-5.30629269603295,"UP"
"197259","MLKL","ENSG00000168404","chr16",74732859,74736858,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.0555487537816068,5.65829451225741,-0.119148913147603,0.908014451393374,0.998918875707077,-5.33417960842036,"DOWN"
"2011","MARK2","ENSG00000072518","chr11",63604400,63608399,"+",4000,"H3K27ac","LPS_vs_RPMI",0.283874048018525,5.46462905543287,0.492904197801518,0.634961233592099,0.998918875707077,-5.23666455533179,"UP"
"202374","STK32A","ENSG00000169302","chr5",146612526,146616525,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.191470941948737,1.14777386075004,-0.614536864362932,0.555464973119217,0.998918875707077,-5.18074613641987,"DOWN"
"203054","ADCK5","ENSG00000173137","chr8",145594790,145598789,"+",4000,"H3K27ac","LPS_vs_RPMI",0.217269008855977,3.80437538766799,0.458944599877186,0.658151801616471,0.998918875707077,-5.25024633426028,"UP"
"203447","NRK","ENSG00000123572","chrX",105064532,105068531,"+",4000,"H3K27ac","LPS_vs_RPMI",0.207734086821277,1.10773384916947,0.346011997352554,0.738012777402044,0.998918875707077,-5.28878768116048,"UP"
"2041","EPHA1","ENSG00000146904","chr7",143103950,143107949,"-",4000,"H3K27ac","LPS_vs_RPMI",0.281551511944268,3.23254930382785,0.601593929739696,0.563644556754284,0.998918875707077,-5.18722458517466,"UP"
"2042","EPHA3","ENSG00000044524","chr3",89154771,89158770,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.0933220593988311,1.18553572474039,-0.301962619286432,0.77017049855885,0.998918875707077,-5.30099543691416,"DOWN"
"2043","EPHA4","ENSG00000116106","chr2",222436923,222440922,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.11114316724091,1.66998945769969,-0.341409297711603,0.741348784111467,0.998918875707077,-5.29013839124514,"DOWN"
"2045","EPHA7","ENSG00000135333","chr6",94127406,94131405,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.25098028004278,1.38444385781,-0.702929588055518,0.501495641578204,0.998918875707077,-5.13326510508072,"DOWN"
"2046","EPHA8","ENSG00000070886","chr1",22887982,22891981,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.0193554865215761,1.23532863182992,-0.055896961754364,0.956757102845955,0.998918875707077,-5.33898340452546,"DOWN"
"2047","EPHB1","ENSG00000154928","chr3",134332207,134336206,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.0809536228384073,1.26257899603864,-0.235840655663446,0.819319440273945,0.998918875707077,-5.31627675190283,"DOWN"
"2048","EPHB2","ENSG00000133216","chr1",23035332,23039331,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.472378648592226,4.11657459227741,-0.960367211464278,0.364231303854423,0.998918875707077,-4.96519871648536,"DOWN"
"204851","HIPK1","ENSG00000163349","chr1",114469946,114473945,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.0233094316896194,5.62014240133294,-0.0443547340303539,0.965678960079029,0.998918875707077,-5.33948590345726,"DOWN"
"2049","EPHB3","ENSG00000182580","chr3",184277573,184281572,"+",4000,"H3K27ac","LPS_vs_RPMI",0.406364709514706,2.03273695637215,1.18255757369514,0.270019003794412,0.998918875707077,-4.78944160705231,"UP"
"2050","EPHB4","ENSG00000196411","chr7",100423146,100427145,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.261367118306857,1.52751404290454,-0.8471649333636,0.420853456047631,0.998918875707077,-5.04426606461553,"DOWN"
"2051","EPHB6","ENSG00000106123","chr7",142550823,142554822,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.107396367613236,4.61324995889501,-0.27292827974865,0.791631779852383,0.998918875707077,-5.30815824314165,"DOWN"
"2064","ERBB2","ENSG00000141736","chr17",37842167,37846166,"+",4000,"H3K27ac","LPS_vs_RPMI",0.140369587229491,3.73917582795514,0.342938125594373,0.740240052841864,0.998918875707077,-5.28969167742953,"UP"
"2065","ERBB3","ENSG00000065361","chr12",56468583,56472582,"+",4000,"H3K27ac","LPS_vs_RPMI",0.0717700458545329,1.57918449519168,0.202641930252821,0.844334932966928,0.998918875707077,-5.32255552170238,"UP"
"2066","ERBB4","ENSG00000178568","chr2",213401566,213405565,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.135614664062024,1.19439863450982,-0.4146581971973,0.688989881004924,0.998918875707077,-5.26658654765713,"DOWN"
"207","AKT1","ENSG00000142208","chr14",105260097,105264096,"-",4000,"H3K27ac","LPS_vs_RPMI",0.191176192056611,4.35344730835464,0.540138518108866,0.603406276457201,0.998918875707077,-5.21628258335884,"UP"
"208","AKT2","ENSG00000105221","chr19",40789444,40793443,"-",4000,"H3K27ac","LPS_vs_RPMI",0.0150173205225945,4.75526514690027,0.0407385284299064,0.96847531428733,0.998918875707077,-5.33961954743971,"UP"
"2081","ERN1","ENSG00000178607","chr17",62205505,62209504,"-",4000,"H3K27ac","LPS_vs_RPMI",0.317224691221043,5.59190263828877,0.759359353853355,0.468826507262527,0.998918875707077,-5.10009269765649,"UP"
"2185","PTK2B","ENSG00000120899","chr8",27166999,27170998,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.14905697599588,4.46720645265368,-0.39263398378124,0.704563232532783,0.998918875707077,-5.2741269782715,"DOWN"
"2241","FER","ENSG00000151422","chr5",108081542,108085541,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.195185346635895,4.71023203851969,-0.483223731671427,0.641530065204236,0.998918875707077,-5.24062830752579,"DOWN"
"2242","FES","ENSG00000182511","chr15",91424925,91428924,"+",4000,"H3K27ac","LPS_vs_RPMI",0.411545909345127,5.32851143672155,0.551743911241621,0.595783083038412,0.998918875707077,-5.21101302565587,"UP"
"225689","MAPK15","ENSG00000181085","chr8",144796510,144800509,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.286867823323198,1.44401170837836,-0.837630054271504,0.425892235833707,0.998918875707077,-5.05056847147494,"DOWN"
"2260","FGFR1","ENSG00000077782","chr8",38324353,38328352,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.323227851575837,2.99045017247541,-0.92970300764521,0.378985952078025,0.998918875707077,-4.98736980880597,"DOWN"
"2261","FGFR3","ENSG00000068078","chr4",1793020,1797019,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.0714264294220852,1.62625518051682,-0.229903217636218,0.82377821320112,0.998918875707077,-5.31746845408199,"DOWN"
"2263","FGFR2","ENSG00000066468","chr10",123355973,123359972,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.266497415452756,1.29897045589837,-0.704343280586694,0.500659943704585,0.998918875707077,-5.13246077172005,"DOWN"
"2264","FGFR4","ENSG00000160867","chr5",176511906,176515905,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.00715642199452815,1.5002574797958,-0.0221709694789219,0.982839698633321,0.998918875707077,-5.34012691167712,"DOWN"
"2268","FGR","ENSG00000000938","chr1",27959697,27963696,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.760105213792444,6.56586966502559,-1.93063896451582,0.0886127371815173,0.998918875707077,-4.06469807336566,"DOWN"
"22848","AAK1","ENSG00000115977","chr2",69899482,69903481,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.496972609100872,2.91160749053124,-0.577225855913539,0.579230326570582,0.998918875707077,-5.19908535472863,"DOWN"
"22853","LMTK2","ENSG00000164715","chr7",97734174,97738173,"+",4000,"H3K27ac","LPS_vs_RPMI",0.103274359082244,2.92762020787165,0.220278388884283,0.831020413220441,0.998918875707077,-5.31933668467006,"UP"
"22983","MAST1","ENSG00000105613","chr19",12942765,12946764,"+",4000,"H3K27ac","LPS_vs_RPMI",0.0383294081167578,1.14139322783729,0.122663453648623,0.905316143010227,0.998918875707077,-5.33381120742048,"UP"
"23012","STK38L","ENSG00000211455","chr12",27394901,27398900,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.172609258992887,4.53484325488256,-0.406403665976934,0.694808801614738,0.998918875707077,-5.26945854120493,"DOWN"
"23031","MAST3","ENSG00000099308","chr19",18206588,18210587,"+",4000,"H3K27ac","LPS_vs_RPMI",0.1313743116125,2.35056012039399,0.343424709246837,0.739887309012359,0.998918875707077,-5.28954909653158,"UP"
"23043","TNIK","ENSG00000154310","chr3",171176198,171180197,"-",4000,"H3K27ac","LPS_vs_RPMI",0.460600244335551,4.29714210025313,1.01993469128083,0.336801185101609,0.998918875707077,-4.92060870132224,"UP"
"23049","SMG1","ENSG00000157106","chr16",18935731,18939730,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.0803284257930015,4.96491603186691,-0.192903850204252,0.851709707034366,0.998918875707077,-5.32421917633689,"DOWN"
"23097","CDK19","ENSG00000155111","chr6",111135162,111139161,"-",4000,"H3K27ac","LPS_vs_RPMI",0.191574679105748,5.4784247362368,0.358336359052081,0.729109230986909,0.998918875707077,-5.28508513595018,"UP"
"23139","MAST2","ENSG00000086015","chr1",46250659,46254658,"+",4000,"H3K27ac","LPS_vs_RPMI",-0.256370591045881,1.97288746231813,-0.622888060311953,0.550224068150592,0.998918875707077,-5.17650077979653,"DOWN"
"23178","PASK","ENSG00000115687","chr2",242087680,242091679,"-",4000,"H3K27ac","LPS_vs_RPMI",-0.0226362999371625,3.55238279386157,-0.0535796143553708,0.958547880263877,0.998918875707077,-5.33909356782369,"DOWN"
